Date,Item,Price
2025-08-24,Apple AirPods Max - Space Gray S$549 Like new,S$549
2025-08-23,Buyer Protection Apple AirPods Max - Space Grey S$380 Like new,S$380
2025-08-23,Buyer Protection Apple AirPods Max - Space Gray S$499 Like new,S$499
2025-08-23,Apple AirPods Max - Space Gray - Like New S$318 Like new,S$318
2025-08-23,Apple AirPods Max - Space Gray S$400 Like new,S$400
2025-08-23,Buyer Protection Apple AirPods Max - Space Gray S$400 Like new,S$400
2025-08-21,Apple AirPods Max - Space Gray S$320 Like new,S$320
2025-08-22,Buyer Protection Apple  airpod max S$540 S$590 Like new,S$540
2025-08-22,Apple AirPods Max - Green S$310 Like new,S$310
2025-08-20,Buyer Protection Apple AirPods Max - Midnight S$550 Like new,S$550
2025-08-22,Buyer Protection AIRPODS MAX 36094 S$359 Like new Free delivery,S$359
2025-08-15,Buyer Protection Apple AirPods Max - Silver S$400 Like new,S$400
2025-08-21,Buyer Protection AirPods Max S$550 Like new,S$550
2025-08-18,Buyer Protection Apple AirPods Max - Blue S$450 Like new,S$450
2025-08-17,Buyer Protection AirPods MAX S$350 Like new,S$350
2025-08-14,Buyer Protection 🌈 1 week used🌈 AirPods Max Midnight 2024🌈 AirPods Max 2024🌈  AirPods Max USB-C🌈  AirPods Max Type C🌈  AirPods Max Version 2🌈 AirPods Max (USB-C)🌈 AirPods Max lighting version🌈 AirPods Max black🌈 AirPods Max space gray(Model: A3184) S$498 Like new,S$498
2025-08-06,"Buyer Protection ✨  Apple AirPods Max Purple (A3184) — Excellent Condition, Full Set! ✨ S$500 Like new",S$500
2025-08-04,Apple AirPods Max Headphones - 2nd Gen S$599 Like new,S$599
2025-08-20,Buyer Protection Apple AirPods Max - Space Gray Lightning Cable Ver S$350 Like new,S$350
2025-08-13,Buyer Protection Apple AirPods Max - Space Gray with warranty S$550 Like new,S$550
2025-08-17,AirPods Max S$600 Like new,S$600
2025-08-03,Buyer Protection Apple AirPods Max - Sky Blue S$390 Like new,S$390
2025-08-15,Buyer Protection Apple AirPods Max - Space Gray S$350 Like new,S$350
2025-08-01,Buyer Protection Apple AirPods Max - Sky Blue S$480 Like new,S$480
2025-03-28,Buyer Protection AirPods Max S$335 Like new,S$335
2025-08-07,Buyer Protection Apple AirPods Max - Space Grey S$430 Like new,S$430
2025-07-29,Buyer Protection Apple AirPods Max - White S$400 Like new,S$400
2025-08-06,Airpods Max in Midnight S$575 Like new,S$575
2025-08-17,Buyer Protection Apple AirPods Max - Space Gray - Brand New S$550 Like new,S$550
2025-06-26,Apple AirPods Max -  Midnight S$450 Like new,S$450
2025-06-26,Airpods Max USB-C Apple care till 11/2026 S$520 Like new,S$520
2025-05-27,Buyer Protection Apple Airpods Max S$580 Like new,S$580
2025-05-27,Buyer Protection Airpods Max Space Grey S$400 Like new,S$400
2025-07-28,Buyer Protection apple airpods max (silver) S$400 S$500 Like new,S$400
2025-02-26,Buyer Protection Airpod Max S$380 Like new,S$380
2025-08-06,Buyer Protection Airpods Max (Light Blue) S$600 Like new,S$600
2025-06-26,Buyer Protection Apple AirPods Max S$450 Like new,S$450
2025-08-13,Buyer Protection Apple AirPods Max (2025) - with Apple Care+ S$600 Like new,S$600
2025-08-02,Buyer Protection Apple AirPods Max - Midnight Blue S$310 Like new,S$310
2025-03-28,AirPods Max (Lightning) in black S$380 Like new,S$380
2025-08-12,Buyer Protection 🌈 JAN-26 APPLE WARRANTY🌈 AirPods Max White🌈 AirPods Max Silver Lighting version🌈 AirPods Max Version 1🌈 A2096🌈 S$398 Like new,S$398
2025-08-25,BEST RATES BUYBACK! Apple | Buying / Selling / Trade WTS Sell Device | WTB Buy iphone phone ipad tablet mac macbook laptop computer smart watch earphone airpods pencil magic keyboard mini air gen 1 2 pro max 3 4 5 6 7 8 9 10 X 11 12 13 14 15 16 17 S$888 Like new,S$888
2025-08-18,Buyer Protection 💐 APPLE WARRANTY 2026💐 AirPods Max Purple Type C (USB-C)💐 AirPods Max Purple💐 AirPods Max 2024💐 AirPods Max Purple💐 A3184💐 S$488 Like new,S$488
2025-08-09,Buyer Protection Apple AirPods Max - Space Gray /USB C S$650 Like new,S$650
2025-05-27,Buyer Protection AirPods Max S$400 Like new,S$400
2025-08-14,Buyer Protection Apple AirPods Max USB-C Midnight with AppleCare+ S$630 Like new,S$630
2025-08-12,Buyer Protection Airpods Max Gen 2 (Type C) S$650 Like new,S$650
2025-08-11,Buyer Protection Apple AirPods Max - Space Grey - Brand New S$600 Like new,S$600
2025-08-10,"Buyer Protection AirPods Max ,Type C S$510 S$520 Like new",S$510
2025-08-09,Buyer Protection Apple AirPods Max - Space Gray S$450 Like new,S$450
2025-08-09,Buyer Protection 💐 APPLE WARRANTY💐 AirPods Max Green💐 AirPods Max Lighting💐 AirPods Max Green💐 AirPods Max Green💐 AirPods Max Version 1💐 (MODEL: A2096) S$388 Like new,S$388
2025-08-09,Buyer Protection 🍭 LESS THAN 5 MONTHS🍭 AirPods Max Purple Type C (USB-C)🍭 AirPods Max Purple🍭 AirPods Max 2024🍭 AirPods Max Purple🍭 A3184🍭 S$498 Like new,S$498
2025-08-06,Buyer Protection Apple Airpods Max Green S$460 S$480 Like new,S$460
2025-08-05,Buyer Protection 🍭 1 YEAR OLD+🍭 AirPods Max Blue🍭 AirPods Max Lighting🍭 AirPods Max Sky blue🍭 AirPods Max Version 1🍭 (MODEL: A2096) S$348 Like new,S$348
2025-08-05,Apple AirPod Max S$310 Like new,S$310
2025-08-01,Airpods Max-lightning S$400 Like new,S$400
2025-07-31,Apple AirPods Max - Pink S$600 Like new,S$600
2025-07-31,Buyer Protection Apple Airpods Pro Max S$600 Like new,S$600
2023-08-26,"Apple AirPods Max Black Full Set XY S$9,999 Like new","S$9,999"
2022-08-26,"Apple AirPods Max Blue Full Set w/ Warranty XY S$9,999 Like new","S$9,999"
2024-12-28,Buyer Protection Apple AirPod Max S$890 Like new,S$890
2024-10-29,Apple Airpods Max S$800 Like new,S$800
2025-02-26,Buyer Protection Apple AirPod Max (Mint) S$750 Like new,S$750
2024-08-25,Apple Airpods Max Space Grey S$750 Like new,S$750
2024-08-25,Buyer Protection Apple Airpods Max S$750 Like new,S$750
2025-05-27,Apple Airpods Max S$729 Like new,S$729
2024-08-25,apple airpods max silver S$720 Like new,S$720
2024-11-28,Buyer Protection Apple AirPods Max Purple / Lilac S$711 Like new,S$711
2025-06-26,Buyer Protection Apple Airpods Max S$700 Like new,S$700
2025-03-28,Buyer Protection Apple Airpods Max S$700 Like new,S$700
2024-11-28,Buyer Protection Selling apple airpods max starlight (used once) S$700 Like new,S$700
2023-08-26,WTS Airpods Max S$700 Like new,S$700
2023-08-26,AirPods Max S$700 Like new,S$700
2025-03-28,Air pod pro max 2 S$690 Like new,S$690
2025-07-26,Apple AirPods Max - Midnight Color S$680 Like new,S$680
2024-11-28,AirPods Max (USB‑C) Starlight S$680 Like new,S$680
2024-09-29,AirPods Max Gen 2 S$660 Like new,S$660
2025-06-26,Airpods Max (Purple) S$650 Like new,S$650
2025-06-26,AirPod  Max Gen 2 (Midnight Black) S$650 Like new,S$650
2025-06-26,Buyer Protection AirPods Max Starlight ‼️ ‼️ ‼️ S$650 Like new,S$650
2025-05-27,Buyer Protection Airpod Max Silver S$650 Like new,S$650
2025-03-28,Apple AirPod Max 2024 Starlight S$650 Like new,S$650
2025-03-28,Buyer Protection AirPods Pro max for sale. S$650 Like new,S$650
2025-01-27,Apple Airpods Max S$650 Like new,S$650
2025-01-27,Apple AirPods Max 2 S$650 Like new,S$650
2024-12-28,Buyer Protection Apple Airpods Max - Midnight S$650 Like new,S$650
2024-11-28,Buyer Protection Apple AirPods Max Gen 1 S$650 Like new,S$650
2024-08-25,Airpods Max (Bought november 2023) S$650 Like new,S$650
2024-08-25,Buyer Protection Apple Airpods Max S$650 Like new,S$650
2024-08-25,AirPod Max pink S$650 Like new,S$650
2023-08-26,Apple Airpods Max - Pink S$650 Like new,S$650
2025-05-27,Apple AirPods Max - Silver S$630 Like new,S$630
2024-08-25,Buyer Protection Apple Airpods Max S$630 Like new,S$630
2023-08-26,Apple Airpods Max S$630 Like new,S$630
2025-02-26,Buyer Protection AirPod max 1 S$620 Like new,S$620
2024-08-25,Buyer Protection Apple Airpods Max S$620 Like new,S$620
2025-06-26,Apple AirPods Max 2024 S$618 S$628 Like new,S$618
2025-01-27,AirPods Max (Gen 2) Midnight | Like New | Local Set S$610 Like new,S$610
2025-07-26,Apple AirPods Max - Space Gray S$300 S$330 Like new,S$300
2025-06-26,Buyer Protection Apple AirPods Max - Space Gray S$300 Like new,S$300
2025-05-27,Buyer Protection Airpods Max with clean new original ear cushions! S$320 S$360 Like new,S$320
2024-12-28,Buyer Protection AirPod Max headphones silver S$325 Like new,S$325
2024-10-29,Apple AirPods Max S$340 Like new,S$340
2025-06-26,Apple AirPods Max - Space Gray S$350 Like new,S$350
2025-05-27,Apple Airpods Max 1st Generation S$350 Like new,S$350
2025-04-27,Buyer Protection Airpods Max S$350 Like new Free delivery,S$350
2025-02-26,Buyer Protection AirPods Max S$350 Like new,S$350
2024-08-25,Apple Airpods Max S$350 S$400 Like new,S$350
2025-03-28,Buyer Protection Original Apple Airpods Max (Lightning Cable) S$380 Like new,S$380
2025-05-27,AirPods Max Lightning S$390 Like new,S$390
2025-02-26,Buyer Protection AirPod Max (gen 1) S$390 Like new Free delivery,S$390
2024-10-29,Buyer Protection AirPods Max white S$395 Like new,S$395
2025-06-26,Buyer Protection Apple AirPods Max - Space Gray S$400 Like new,S$400
2025-06-26,Buyer Protection Apple AirPods Max - Space Grey S$400 Like new,S$400
2025-04-27,Buyer Protection Apple Airpods Max - lightning S$400 Like new,S$400
2025-03-28,Buyer Protection Apple Airpods Max S$400 Like new,S$400
2025-03-28,AirPods Max S$400 Like new,S$400
2025-03-28,Buyer Protection Airpod Max S$400 Like new,S$400
2025-02-26,Buyer Protection Apple AirPods Max S$400 Like new,S$400
2025-06-26,Apple Airpods Max S$550 Like new,S$550
2025-05-27,Buyer Protection AirPods Max S$550 Like new,S$550
2025-03-28,Buyer Protection Apple AirPods Max S$600 Like new,S$600
2024-08-25,Buyer Protection AIRPODS MAX SKY BLUE S$550 Like new,S$550
2025-02-26,Apple AirPods Max S$500 Like new,S$500
2025-06-26,Buyer Protection Apple AirPods Max Wireless Bluetooth Noise-Cancelling Headphones - Pink S$480 Like new,S$480
2025-03-28,Apple Airpods Max S$590 Like new,S$590
2024-10-29,Airpod Max S$530 Like new,S$530
2024-08-25,Buyer Protection Apple AirPods Max S$500 Like new,S$500
2025-06-26,Apple AirPods Max Midnight (Type C) S$600 Like new,S$600
2025-06-26,Buyer Protection AirPods Max S$600 Like new,S$600
2024-12-28,Buyer Protection Apple Airpods Max S$600 Like new,S$600
2024-08-25,Like New Airpods Max (Space Grey) *WITH FREE ACCESSORIES* S$550 Like new,S$550
2025-05-27,Buyer Protection Apple Airpods Max (Newest Generation) S$500 Like new,S$500
2025-05-27,Buyer Protection AirPods max headphone S$580 Like new,S$580
2025-04-27,Buyer Protection Apply AirPods Max white ~ lady user S$500 Like new Free delivery,S$500
2025-06-26,Buyer Protection Apple AirPods Max S$460 Like new,S$460
2025-05-27,"Buyer Protection AirPods Max Apple wireless headset, almost brand new. S$439 Like new",S$439
2024-11-28,Original Apple Airpods Max - Midnight - usb c to lightning  - available in original box with accessories - Mint condition S$520 Like new,S$520
2025-01-27,Buyer Protection Apple AirPods Max S$575 Like new,S$575
